Text,Label
denn uf de therasse vo mim,LU
jaa mir sind so arm gsii,ZH
und und das ìsch het het aagfange und das ìsch e gwüssi ziit gaar nid lang gange,BS
dr vatter ìsch natürlich,BS
ùnd es es ìsch aso seer früe gsii,LU
jòò weeniger,LU
erläbnis mitem marggsismus z baasel han i aigentlig erscht,BS
und dänn hät er wäreddäm,ZH
mini frau isch dänn a di schwiizerischitaliänischi schuel gsii cho,ZH
eerschte klass aa im summer hei mer,BE
alsoo e psunders hobi ich ha nacher echli ishokei gschpilt,ZH
ùnd den ìsch daas also beraits gmilderet woorde,BS
iie wän er no nächscht wuche hät weered choo,BE
schlìm ìsch ja auues o nìd gsìì me het ja zässe ghaa me het ja aus ghaa me het,BE
i was für me zueschtand khönne si sich tängge,BS
i weiss nüm wi dä het gheisse i ha gseit das chani doch nììd i hätti doch nìd vo diheime furt chö̀nne,BE
und und gsichtszüüg si chli uffällig gsii,BE
mi sind zwüsche dielschtorf und uurdorf,ZH
aber si militärisch funggzion isch äbe d laitig däre,BS
en e mantel aagläit und het s chesseli gnoo,BS
vom hittler sondern sini iisicht das s üüberhäupt nüüt für in überhäupt gaar nüüt nüut bringt,ZH
das weis i guet scho,BE
dorum au,BS
a mis,BE
doo ei bis zwöi jumpfere ghaa eifacht,BE
hämmer aber weenig bezijige mitenander,BS
in öschteriich ìsch er jo scho gsìì,BS
ich wais nur nümme wi dä schtodänt im lizeum gchaisse hät,LU
ìsch das esoo öises,LU
es isch öppis gsii wo nöd esoo i die ziit passt hät,ZH
psezt überchoo das das mit däm hei mer grächnet,BE
d wonig ghaa bin i dä go weke und dä isch toube woorde,BE
das isch khai ghaimmäldig gsi,BS
uufgwachse,ZH
är isch ane sächsedrissgi gschtorbe amene härzschlag,LU
mich kaufmänisch betäätigt,ZH
s ìsch äänen an de gränze gsìì ìsch äänen am rii gsìì und me het taatsächlich nìd gwüsst,BS
ùnd zwee famìlene ggsìì i dem huus ìnne das ìsch zimlech es groosses huus ggsìì,LU
was da aus ize grad dür e bergieepricht,BE
aber d wäberei isch dänn z änd gsii,BE
jo we me schnappt denn isch unagnäm ja,BS
länge uurloub ggange bi,BE
si wäärid de di wäärid nùr ine,LU
ir schwiiz si gsii,BE
das wär denn fascht ins jüdische gebiet,BS
miir voortischet,ZH
ùnd au die soldaate wie die zùm tail probleem gha hend,LU
aber ich mues no vilich öppis säge dänn,ZH
öb me mit deene bekantschaft aso nööcheri beziig het das gläube si nìt,BS
si hei s abgsezt gad uf em bäärg obe,BE
das hèt den uns äu nò zuesäzlìchi naarigsmittel gää den die buure händ uns den natürch äu öpfel gschänggt,BS
und mi het s gfüüu ghaa,BE
dä isch presidänt gsii min vatter isch aktuaar gsii deet au,ZH
händ si den dörffe grainigt am andere daag nò zaige,BS
schtuube miete als es e wonig käi woonig gsìì äifacht e,BS
me händ s jò nöd für üs prucht,LU
so hämmir das gmacht gha ich jo,BS
wo zu ììm gschtande sìì,BS
und èèr hät zwäihundertfüfzg franke verdient bi dem püürli das wäiss i ä na,ZH
gschlossni,BE
nor han ich gsait am aabig,LU
die händ en,ZH
uund na händ si mi gfrogt,BS
liechtmaschinegweerschüz gsii,ZH
u ou ìmmer na,BE
und das han i da eigenlech aus da im buech inne beschribe,BE
wo die won wo wo dän de pricht choo isch,ZH
das het de dazumal mit dene,LU
aso s isch äifach es isch aso seer seer wenig plaz gsii,ZH
as as hilfssoldaat kwaasi,BS
schoosszipfel vo de mame ghokt,ZH
eerschtens händ sich in schpanie hät sich de komunistischi jugedverband,ZH
scho scho dur daas das är ebe,BS
äigentlich nie ooni,BS
die si schtil und zimli ruìg,BS
underiibäärg oberiibäärg und so wiiter,ZH
sächzehùndert het er gchoschtet füfhùnderter úniwersaal,BE
das isch,BE
aber,BE
espee dasch isch e gemainschaft aigentli gsi,BS
e ofiziere min maa het seer vil beziig ghaa zu ofizier won er het mǜse moole,BS
do isch mit em kobelt,BE
mi firmgötti betroffe het wo uf der liischte gse esch,LU
bade tue im griffesee oder so,BS
si den voorchoo das me het müese trööschte,BS
defüür a schtel vo dene bäide söll de sanitäätssoldaat und de lüüti,ZH
dö la pwuatrine ümään,ZH
a de tüür de kobelt uufträtte,BE
das si oo wider barikade gsi uf der schtraass,BE
heimer lüt ghaa ǜber viirzg jaar bis bis dasi,BE
oben an der düne het s denn ghaisse,BS
und dänn han ich s eersch maal e unguets gfüül überchoo,ZH
und das hät natüli übehaupt nöd häreghebt hä,ZH
ooni schtelig z nää,BE
jaa mi het gwüsst ja jez,BE
cho raadio lòse die wo kene ghaa hend,LU
us tütschland hämmer,ZH
zu bikanti wo si häi aso,BS
ime riise zoog fünf schtund lang,BS
und soo sind das soo sache gsii und de het mer die läbesmittelcharte ghaa,LU
wett überhout nüüt negatiifs säägen ìch,LU
und wen öpis sig soo wüss ìch und ìch ha immer gwüsst won er ìsch und i bi,BS
und so hät zeersch eerschte hämer müse verhau mache,ZH
eso i de aafangs vo de viirzgerjaare,ZH
sicher äbe viu sache viu biuuiger gsìì,BE
das da hets nume arbeit ggää d,BE
zimli lang voorbereitet druuf,BE
ìch ha mi gamälle abgää zum wäsche i dene tessiinerkholeege,BS
bis iez,LU
wo mit sak und phak,BS
und und hät jede jedi aarbet gmacht wo aagfalen isch,ZH
echli gschooret het me scho liiche,LU
im hotel rüütli hets den en empfang ggää für so ùslandschwiizerfamili,LU
het müesse schaffe,BE
ùnd sii ìsch den i de flǜchtlingsbetröijig gsii ùnd si het natüürlech det seer seer vil ghöört,LU
ìch ha gwǜsst me ùnd chüe hets au ghaa i de bäärge,LU
dass sind doch alles däre wo sekundaarschuel ghaa hend pruefsschuel mindeschtens drii jaar,LU
dasch ganz ǜberhoupt he dasch e kameraadschaftsmilitäär gsìì he,BE
und de hitler wäär en känt hät sini schrifte mäin kampf,ZH
die wo mììr sii no gschloffe no echli äbe deet nünedriissg,BE
äigendlich aagschtelt gsii vom usseminischter tschaano,ZH
s liz,ZH
und de het s glii aafoo gluntsche daa,BE
die hend mich den nachegnoo und det han ich de chenne schaffe und de han ich scheen verdienet,LU
umteilt woorde i komandozuug,BE
bi der,BE
aso mini mueter hät gsäit das isch mir gliich,ZH
zǜglet bìì und do hani doo,BE
den mìr hend müsse vo de suuwa uus,LU
eigenlech nid,BE
ìsch luschtigerwiis mìr hend i de,LU
juurapäss die sind verschtopft gsi wil äu milidèèr natürlech,BS
de chrieg isch doo fertig gsii und mer het gsee,LU
bin ich aigentlig,BS
das isch en tokter lätsch gsii vor alem de tokter lätsch en flüügerhäuptme,ZH
wie mer waarschinlech i iisaz mües mer het geng s gfǜu sig schiggaane gsìì,BE
und und isch aber dän schofföör woorde dur en verwante wo bim schponagel z züri,ZH
isch nächer o no es ching choo,BE
je das nüüt ofiziel hets gheisse aber das het gmunklet woorde he,BE
aso ja wo mer äifach mitzoge händ,ZH
ghööre,ZH
ùnd as chìnd ìsch mer natüürli vìl,LU
und di panzerschperi isch nid fertig gsii,BE
aso guet mit miim französisch sigs eifach nìd eso guet he,BE
und di hei da soo irer persöönliche sache nid und,BE
är esch gmäindamme gse vo,LU
und wann wiir schräiten säit an säit und dii alten liider singen,ZH
i ainer nacht isch hailbron,LU
der fäudweibel de furiir gmacht,BE
het äär òü miesse hälffe die die liiche,LU
vo politik isch aso daa,ZH
i grupe döörfe goo auso mindeschtens füüf maa,BE
wäis mer jez efèngs doch e seer e wichtigs,ZH
jee naachdäm wi grooss der poschte gsi isch,BE
äbe gsee wi di draatverhöi da gmacht woorde si,BE
hämmer üs behäupdet wen si das maine,BS
är ìsch sìch gwönt gsii wass was mer darf säägen ùnd,LU
ìsch daas vom änglische sänder choo,LU
ep also all vierteljaar,ZH
joo,LU
me het vertrout uf uf,BS
sigs u da u de hets plözlech o chli gänderet,BE
eso chlii eifach eso weiss säuber nììd,BE
automaatisch au i de ganz schtränge ortodoggse chräise,ZH
di ganzi gschicht mit de violette das er da die uufpote hät uf underängschtringen und dänn die,ZH
dänn dänn hämmer,ZH
bin ich aso daa,ZH
die hät mee überchoo mit dère aarbetsloosikäit waarschindli,ZH
aso s ìsch s ìsch e furchbaars e gewuurle gsì,BS
isch es öppis säubschtverschtändlichs gsii äs isch nid irgendwie,BE
jò den ìch ha gwǜsst,LU
und dän hät dèè gsait nüüt lieber als daas,ZH
di si nie i bode die häten üs nìd,BE
dò sind für mìch d ameerikaaner di ganz groosse hèlde gsii,LU
wo zur sowjietunioon schtönd d sowjietunioon isch für öis,ZH
oder d hamschterer vo dem het mer natüürlech ghöört,LU
und het zit ǜǜberchoo,BS
im tiaater schtans koschtüm fir d schpiler,LU
foor woo duomõ,ZH
wämmer dasch interessant das han ich durchen rabiiner,ZH
sondern deet het mer mösse luege das mer,LU
usm dütschland vo nünzää,BS
dä defetismus isch enoorm gsii,ZH
zämegschtelt,ZH
e wunderbaari fräu gsii,ZH
intern,LU
das isch nume dert bi der gseuschaft gsi in mii,BE
da hets pure ghaa,BE
und si wüssi äu nöd uf ales antwort und das hät mini mueter mir schtändig gsäit hör emal uuf frö̀ö̀ge das wäiss ich ä nööd,ZH
das han i aso nid mitüberchoo,BE
transportguetschiin überchoo und,BE
äär ìsch nìd esoo wiit es henden aifacht alli abgwìsen ùnd schier,LU
tätsch mi hei s verwütscht dermit,BE
u näär isch s wiiterggange,BE
das s gfüül z haa me het,BS
het mǜsen iiruke jä,BS
aso im sìbenevierzgi weissi na hei si müesse maalzitgguppò̃ò̃ haa,BE
und de aarzt hät gsäit er weli nüme läbe,ZH
aber daas het für üüs kä bedüütig ghaa,BE
bis zum fufzigschte läbensjoor,BS
ja da sind anderi händ das au gmacht wi der erwin das au gmacht hed und gschnappt worden isch denn,BS
das isch mite nid schöön gsii,BE
aber me händ deet vili gfächtsüebige ghaa,ZH
viil z früe ich bin hinedrii gsii i jeder beziejig,ZH
e folg vo dene,BS
d ding choo dört d armee polizei,BS
ùnd si ich main mer het nìd dörffe ǜberaal die schprǜǜch wèèr nicht schwaigt schaadet der haimat,LU
und wo de chrieg fertig gsii isch hem mir e leerling gnoo,LU
das mues ìsch sääge doo sìnd die fǜr mììch äbe di ganz groosse retter gsii,LU
dasch de einzige gsi di angere hei gseit,BE
chuurz nach em zämebruch vo poole gsii,BE
de isch ja d mueter gschtorbe zwee wuchen nachhär,LU
u nächher ìsch na nicht,BE
chriegsgfangene chönnen aanää,BE
mir si nach muurte,BE
da het me nüüt vernoo was geit,BE
dasch doo e radaarteili wo me gmacht het u,BE
bis nach gälterchinde und in jeeder ortschaft häi mir müese aahalte vor de barikaade,BS
hät mösen aaluegen und ich han ich ich han hüt gsee hüt naa wien ich,ZH
es isch äim dänn uufgfale und wämme dänn im muetitaal hine gsi isch biisistaal,ZH
si iiglade gsi aber,BE
das isch also üsserscht beschäide gsii und dilettantisch gsii,ZH
uusgrabe gsii,BE
aber i ha s nid ämau,BE
ùnd de wider ggange,LU
und deet hät de litwidov hät die abrüschtigsvoorschlääg,ZH
dasch aane viirzig gsìì pfingschte,BS
dass si halt in in,BS
wo nach linggs thendiert händ natürlig,BS
zume kritiker vom schtalinkhult oder zume ableener vom schtalinkhult die sind natürli,BS
jò jò jò,LU
und mi händ s natüülich die,ZH
de ìschmer miiseraabel ùnd de hends mi i schpitòòl het mi de vatter,LU
wo mier gaar nöd debii gsii sind und gaar nie mitvefolgt händ hä gaar nie,ZH
het mer ja due aifach me het ghüraaten und,LU
hät schreklichi schmäärze ghaa,ZH
am aafang dasch au esoo öppis oder wo erwäänenswert isch,ZH
interessant wird,BE
si sìnd sììch wi frömdi voorchoo unter üüs,LU
das hät eso uusgsee und die puurelüüt,ZH
isch en antisemitischi bewegig gsi natürli,BS
wissbrun mitsamt em umschwung,BS
mi het oo gwüsst,BE
daa a däm daa het me tanzet und so wiiter nid,BE
han gsäit jaa wüssed sii wänn äim e däraart unngrächt gschee unrächt gschiit,ZH
isch s ächt dùe gsii und dùe het eine vo vo de,LU
di hei gseit der hitler sig umchoo und de han i dene,BE
aber das hät si dänn doch nüme wele,ZH
das si di zwee sache gsìì jä,BS
hùndertuusig anderi gliich tänkt hend,LU
aso die sind em sommer zwe monet gse,LU
jùùd ghaa ùnd dä ìsch aifech integriirt gsì,BS
aafangs määrz han i müesse iirüke,BE
und das wils de vatter gsäit het häimer das gmacht,BS
d regänz vo dr vo dr uniwersiteet ìsch dschuld gsì,BS
basel khöne schtudiere vor allem der jüngeri wo het wöle medizin schtudiere,BS
schtelige boue im gäissbärg das isch en groosse höezuug wo deete wämer links vom aaretaal,ZH
vomene,ZH
der e gwüsse boode gsìì,BS
d schtat isch sicher mee gfäärdet gsii,BE
isch die zwüschefaase choo im,ZH
rise regimänt wo hät chöne chüe mälche,ZH
das isch sin so sini,BS
gganz gganz groosses buech ìsch daas und,BS
die manne daa alli zäme daa he,BE
döt in berlin,BS
und es anders moou,BE
aber si ìsch de wenigschtens daa gsìì,BE
si sind bedrǜkt sind immer schtìl,LU
und dänn isch vo dem vermöge natüürli nümen ume gsii,ZH
i bi jò gärn gange,LU
di tütsche und d russe wänd ufenandprale laa damit sich bäid möglichsch ka,ZH
i dère kasärne nid soldaate woo,LU
ùnd ìsch ersezt woorde,LU
aber s isch de niit passiert aber am morged sind òüto und òüto gäg ängelbärg gfaare basler basler,LU
het mer das sìnd esoo groossi toontö̀pf gsii,LU
den isch er aifach zwee taag den isch er wider choo,LU
ob mer nun fausch tänkt het oder richtig schpüut kai rolle,LU
s ääinti mäitli isch nünze,ZH
ìch bi doo dehaime ggsìì bi doo uf lùzäärn,LU
totali unfreihait demokratii,BS
aber mììr einglìch nììd,BE
useggangen ìsch daas die,LU
jò da da het kä wärt das ich inä das schtundälang das värzellä uf all fäll ben i uf wiän cho,LU
chönt ìch nìd,LU
wie wemmer jez nöierdings sait mer jez,BS
oder daas und jeenes mer chömes jo doch nìd ǜǜber,BS
mues ich mues äifach,ZH
u nää han i der schweschter gschribe si söu mer auso,BE
jäjä die si,BS
underdrüggs und befälsapparat ibezoge wärde,BS
und mit de ziit häimer no enander duu gsäit,BS
wo gsait hèt an russland ìsch nò jeedi nazioon zgrund gange nìt,BS
aso s isch esoo gsii das er dänn,ZH
nid rächt verschtange was dä gseit het,BE
und das hed dä denn und ich bi hinder d büüni gsi und ha däm müese zueloose ned,BS
über d seebrugg bis is mosegg ue uf em,LU
d schlachtfälder vo wärdẽẽ psuecht,ZH
als jonge porscht als schtudänt,LU
nie richtig verlezt worde drbii he,BS
im achtedriissgi no bin ich dänn vo de sozialistische juged,ZH
pajonet abgää zum schliife,BE
de het s gheisse ja si mües wider use,BE
jä und den ìsch d schweschter choo acht joor schpööter die ìsch nünzehundertsächze geboore,BS
das ich wäis nöd öb ine das,ZH
alli huusfraue sìnd erfìnderisch gsii,LU
äi ja zimilich ja,ZH
bi döt scho zimli iigschpuurt gsii uf d chemii,BS
nakt bade,BS
mit de famiilie mit der frou u,BE
i maine si sage jez jüdisch aber di ganzi faschischtisch bewegig,BS
wi häisst s dört witer unde heumschtet,LU
mir händ immer nur uus siine daarschtelige äär ìsch relatiif offe gsìì,BS
s weggli wos ggää het dezue amene suntig,LU
und dänn händ s händ s dä gfolteret,ZH
mer isch ja viles dänn ä vo de kasäärne wäg gsii natüürlich,ZH
nuur i de schwiiz fabriziirt woorde sind und ooni die het wèèr di ganzi,ZH
won ich won ich,BS
i ha di denn,BE
mengisch ìschs zu zu mir mueter ggange gäu oder oder zu miir u nächhäär,BE
i der inerschwiiz und und,ZH
wänn iich amel lise,ZH
nei am meer in in ggattoliggaa,BE
und da ha sen aaghaute,BE
ech was,LU
sämpach isch,LU
isch er mängisch haichoo und gsait iich gschpire chuim mee mini finger,LU
het er wider öppis andere chaibs gfunde,LU
ùnd den hend sii,LU
und ech wäis au wen i angscht gchaa ha,LU
äu aijer sind jo razioniirt gsì,BS
chunt si düre bringt mer s gäud zäme,BE
es het sich usegschteut,BE
und jede guet underofizier het chöne das die kompanii füere,ZH
wil mer nachher am uffaartstaag hämmer e schtrooffmarsch ghaa alli di wo khaini suubere gamälle ghaa händ,BS
im wèlschland simer füfze schüeler gsii,ZH
wil ich mich deet dänn dur di denunziazioon vo dem,ZH
am voordertäil vo der hütte ìsch d familje gsìì di bäide bueben und äine han ììch im aarm,BS
und natürlig und natürlig vo dr,BS
das isch eigendlech ds meischte gsi wo si,BE
aus i de chuchi,BE
bin ich ungefäär i de sächste klass,ZH
auso i gloub i ha öppe de gnue gseit he,BE
im bräite volch wenig tüütschfrüntlichi lüüt ghaa hät,ZH
mi het ne irgendwie nid äärnscht gnoo,BE
das hät mer ja gaar nöd gwüsst wämmer da in züri gsi isch da,ZH
de bluedrùk ùnd de het er mer no,LU
s sudeetegebiet uusgliferet händ,ZH
isch de schlaicher abgsezt worde,BS
wo de maa choo isch wo s hätted sölle vehafte i däre ganze sach,LU
gwanderet,BS
die ernidrige ernidrigschte ned wor,BS
han i no khennt da isch e schtudäntin gsi us,BS
oder ììne,BS
zur underschtüzig vo deren essaagruppe,BS
dasem daas niemer nääm das er sich i de schwiiz gchòüft het und verdienet het,LU
das i d armee ineträägen oder esoo,ZH
geegegwicht no hän gege d schwobe ned,BS
mi sind me händ s komplet linggs lige laa,ZH
s het nächer esoo,BE
ich erinnere mi no seer an die an dr drizät mai nünzähundvierzig,BS
gescht für i für i d gaschtschtube ìsch ìsch das nìd grad viu gsìì,BE
nie gsee ghaa has eerscht schpö̀ö̀ter won er gschtoorben isch han ich daas dän übernoo,ZH
im fall vomenen aagriff,BS
ùnd hend die usinnig aschträngige gmacht i d schwiiz chenne go z schaffe,LU
binere mobilisazioon,ZH
u nächer wo sii,BE
sim miir wider zu s landolte die händ dän das immer öis ghulffe,ZH
und dänn han ich natülich under umgeeung aler diinstweege,ZH
mussoliini das ìsch das isch immer diskutiirt woorde,LU
jaa es het es het natüürlech oo,BE
da het me dört o chli gluegt weme d möglichkeit ghaa het,BE
jäjò s schwizer vouk isch glämt gse,LU
vo vom mit em hùnd bìni go louffe,BE
hets amnen oort use hets amnen oort useglüüchtet si si cho reklamiere det u det gseei mer de use u soo und so,BE
das biu iidrùkt es chìnd aso es chind ess,LU
dò hèts aigentlech khaini,BS
was met mer loos sig,LU
aber ich mues säge das sind härvoorraagendi leerer gsii,ZH
me hät uf sich uf de uf d mobilisierig verlaa,ZH
also das häimer uf al fèl ghaa,BS
bii üüs ou es probleem gää,BE
han ich erinnerlech äigetläch nur,LU
wi mer das gmacht hät es isch nu no das daa hä gseend si,ZH
und die baasler hèère,BS
de sch de eppe alig verbiigloffen und eppe so gluegt,LU
am vierwaldschtättersee umgäbig umenand gflogen isch,LU
das sind dii gebolte das isch daa,ZH
chan ich ine scho verzele wänn si no aber,ZH
und dee het der der fäldwaibel gsait si haiged en underofizier,LU
und e gruppe,BE
bis zùm korporaau abe,BE
er hèt uns aifacht probiirt z zaige wì thol das sii s händ als dòitsche juugend,BS
sondern mi händ aangscht ghaa um öisi eggsischtänz,ZH
s gweer schussbereit und,BE
und also mit ganz hooe körperlicher und au vebunde seelischen aaforderige natülich,ZH
u gwekt han em dä dä fau voortreit,BE
ìsch nöime aazǜnt im ruusch innen aazündt woorde dä ìsch ìsch chli verbitteret ggsìì ǜber die gnosseschaft,LU
guet we mir nìd emaau hätte wöuue aber di sii di ittaljener,BE
han ich mi vom junggsellelääbe drent,BS
beraits s khüürze vo hoor,BS
und taazächlig bin ich denn au,BS
s ìsch s ìsch äifach en unrui doo gsìì fascht en angscht,BS
das gethuue dò nìt,BS
und denne han ich ebe imer wider zitte wiis,BS
die si zwar ned in bruunen aber in wiisse hemmli umegloffe,BS
wie wie mi vatter säit zu dem zu öis chinde zu mim,BS
ìsch de erschti septämber choo dr iimarsch,BS
von main khampf dasch aber dèn schpööter gsìì,BS
sii händ ja äu chöne,ZH
öppe zwee kilomeeter läng isch gsii,BE
ängland frankriich amärikaa tütschland all zäme vo nünzehundertachtzä bis äinezwänzg,ZH
also si hät würklich soozsäge käi ziit ghaa,ZH
und ich han min schtandpunkt klaar und düütlich feschtgläit,ZH
akzionär gsuecht woorde und und vo denen akzionäär ìsch äu öise vatter verwaltigsding gsìì,BS
dene ja de soo chlii,BE
guete mine kameraade bin ich da i dene wälder und i dene bäch umenandgschträift,ZH
äär het säuber e prifaate ghaa jò,LU
ned bi üs sind eben ide feerie,LU
me sind au damals emol,BS
und de hei di italjäner aagschteut u nä het me di aarbeitsloose s wäärchzüüg wäggnoo,BE
und me,ZH
i dene löcher wo mer grabe hät vorhär und hät deete,ZH
ùnd go iichauffe,LU
ùnd iez simmer dòò ùnd ìsch sogaar aagmäldet ùnd,LU
bis im nüünedriissgi ìsch do de wo de chrieg uusproche de heimer ö̀ppe fasch hundert englender ghaa,BE
da isch eson e chliine e chliine ängpass,BE
u het wöue chuurz cho luege wie was si tochter macht,BE
i ha aber nüüt gsee mit de taschelampe wiu i se,BE
also iich hetten nöd gschikt wäns miin soon gsii wèèr,ZH
wen aine daas nìd pròòcht het hendsne gaar nüm chönne bruuche,LU
und dän händ emal d schwöschter d schwöschtere vo minere mueter gsäit,ZH
was i mol än ekhelhaft erläbnis gha ha,BS
er wäärdi de deheim,BE
bite russe,BE
da isch unser ainzige gedangge gsi,BS
guet d schwiiz,LU
i sötti na einisch,BE
jez,BE
är isch es aber ned gse,LU
ìsch e truur aass gsì,BS
und mi sind i uurdorf gsii wi gsäit,ZH
ich wot käs gweer i d händ nää,ZH
und hät ja de vatter känegleert in walisele wil si deete chindermäitli gsii isch,ZH
ois vertäidige,ZH
han i nid gsee i mues e momänt mues i,BE
sägemer emol für d armee ha chöne iiseze,BS
ùnd i chami nò guet erinnere,LU
und dem het me gwüsst was me mues aaneschtelle und das het me im gee und nachere gwüsse zit het het er gnikt mit em chopf und ìsch wider gange,BS
me cha de fride fiire das es fride ggää hät,ZH
druuf reagiirt het am aafang,BE
iizoge und das ìsch schtunde und in in schtunde ìsch das gange,BS
òder im summer dure,LU
ǜberfauue rùssland he u deet si si verblüetet,BE
u nächhäär,BE
wo doo zur kaapee uusträte sind,ZH
jò aber das hend d schtudänten i däm sinn ned gmärkt,LU
und han vor mi aneghüület und ha gsäit soo,ZH
in es anders hiisli dure und det het er zää jaar uf de maschine gschaffet oni haizig,LU
wo die dò irgendwie schwarz,LU
nur de apt het mer amel ggsait das ìsch nìd s wichtigscht,LU
sündikhalischte und anarchischte in erschter linie und gege der ifluss vo der sowjetunion,BS
tood also z tood beläidiget gsii,ZH
hemer ìmmer z weenig broot ghaa di frau oben a üüs het ìmmer z weenig flaisch ghaa,LU
ùnd si hend,LU
ich han gfunde das seig en waansinige pruef laschtwage jaja,ZH
jòò ùnd outoritèèri ding ghaa hüt ìsch jò daas,LU
majoor pfischter ìsch das gsìì,BE
mi ma mi maa seer es schööns verheltnis ghaa het,BS
ùnd dää ìsch bi der,LU
schwarz wǜu si gnueg zalt hend,LU
si hetedems ja chöne verbüüten oder,ZH
heer und haus,BE
ùnd si het nìd vil dö̀rffe verzelle aber dòch,LU
nüm genau i weler fabrigg das si gschaffet hei,BE
isch en apsolutti kattaschtrooffe,ZH
jaa und die schtüürerchlèèrig isch i mine hände gsii,ZH
ö̀gscht choo bii und äinnglich miim soon wider han wele,ZH
kafi hani sowi soo nìd gärn ghaa,LU
aber er het,BE
und s hät äifach soozsäge i jedere ziit,ZH
fründ gha,BS
gschänkt ǜǜberchoo vom armeekomando uus,BS
wo wien e gautsch aber das isch es richtigs bet gsii und im bueb siis chinderbet,LU
nei vieredriisg,BE
über de vatikan sind natürlech die verbindigen am beschte,LU
da het jede puur het,BE
ich glaub im äineviirzgi isch das gsii,ZH
s hend seer vìl chìnd lùngenenzǜdig ghaa,LU
s ääinzig was ich na seer gnäu wäiss dän im,ZH
das hät fü miich waarschiinlich e seer e groossi,ZH
und daa schtinkt s nach landwirtschaft und het echli abschtand gno,BE
eigeti töffe ghaa hei aber nìd motoor,BE
aber für khultuur und für khino oder so aso für der khulturelli sektor,BS
dän het daas ales daas,ZH
wo me hütte nüme chönte duurezie,BS
no noch em chrieg,LU
de am sunntig z obe weder zrugg,LU
näbeme düütsche gsässe,BS
de vatter wot nüme läbe,ZH
de het mii maa gsait wemmer ainisch gaa mer hend dùe es alts òüto chenne chòüffe mer hend miesse drananne schaffe,LU
ììch ha mii vatter zu iis gnoo dee het doo gchränklet,LU
und ich han aso,ZH
das unbedingt mus verbesseret wäärde und vor alem das mer,ZH
ja das isch,BE
oder s het jò für als mòòlziiteggupò̃ò̃ pruucht,LU
uf uf schtülinge hingere auso,BE
dòò händ hämmer khampiirt i de voornacht zur uuffaart fümfeviirzig,BS
und äifach unärschütterlich a daas glaubt händ wi d komunischten also,ZH
ùnd äär hèt èfech s gfüül ghaa es cha sich daas niemer laischte,BS
i,BE
u nä si zwöi soudaaten ab und das isch öppe zwe schtung ggangen i ha tänkt das wird wider,BE
gnäuer luege du musch bèsser luege du musch ou luege du,LU
und si sii au natüürlech echli mitgnoo gsii,BE
ich han ebe nöd ganz ali känegleert,ZH
u deet simer ìnepfercht gsìì,BE
mir het mi het gaar nid soo,BE
i meine das wǜssed iir waarschinlech uss,BE
jez chunt dänn en en en chrieg und da wird uufgrüschtet und,ZH
mit däm französisch z leere als süsch,BE
isch ja äu de grund das iich vo züri daa hèren uf,ZH
meeri jaar nach em chrieg,BE
mi het s gfüül ghaa,BE
ja s sich glat gsii mi sind doo no apolittisch gsii,ZH
iich sälber bi no schtudänt gsi,BS
toorf gschtoche er het gschtoche i ha müesse fasse,BE
brüeft hèt ùnd soo das ìsch mer nò bliibe nìt vo säller zit,BS
müse abschnide wänn si so wiit wänd nöd,ZH
wo häi müese,BS
im sibenezwänzgi,ZH
das isch die frog die chämt us jezerere zit,BS
bis es denn vom profässer,BS
sìì ìsch nòch,BS
und sind au lieder gsunge woorde,ZH
dert hei si barikade poue mit boumschtämm ned,BE
da het mer döört öppe drin gläse was daa geit,BE
in baasel schpeziel im baadische baanhoof schtatgfunde,BS
zu de lafetiirte,BE
wo de tokter ìsch choo zeersch het er gaar ned gwǜsst was waas das ìsch das das het me nìd känt da da,LU
abmontiirt woorden und mir händ aso chuum de rank gfunde daa i de inerschwiiz ine wäis das na seer guet,ZH
ìsch hinden am buug ggsìì ùnd äär het es schteerueder ghaa er het aso gruederet,LU
doo het no di outoritääri,LU
os de vegangehäit z leere,LU
weder nech voorschteuued,BE
abor me isch immer dra erinneret worde bim schiesse,BS
wi wo mi maa,BS
bi jo denn au,BS
hed sich schpöter au defür verwändet,BS
ùnd do han ìch grüeft flüügeralarm ùnd ha dä schtöpsel wider usegrisse,LU
bin i mit durch die tätikhait in verbindig kho,BS
hani han ìch müese ììrgend es woort finde,BS
oder es sind e chlii di bessere lozäärner familije,LU
oder liiber vaather habt iir das ìsch nìd tuzt woorde,BS
vòò au vor allem vò jùde verfolgige,LU
am rii noo si afe bunker,BE
ènèsthee,LU
isch ich mues schtudiere,LU
inemene chliine dorf i de näächi voo züri,ZH
miich schpörtlich seer schtarch betäätigt han,ZH
öppe sibezäni,ZH
u da cheibe züüg di söuue i ds fǜdle blaase die,BE
das wäis i no das isch non en,LU
no gredt i ha dä de mau troffe,BE
dänn das cha gaar nöd sii was die vezeled das isch gaar nö,ZH
offesichtlech o mit em abessiniechrieg jaa,BE
und dä hät vo dem schiksaal,ZH
im gfängnis dänn,ZH
und ha dän aber gliich,LU
die lüt go iivernää,BS
und denn sind dört au so e paar sache passiert,LU
glitte hetted us irgeneme mangel das,ZH
und i ha nächäär,BE
jo i möcht sagen aini vo de rutiine ufgobe gsi wo mer gmacht hed,BS
gsäit gang no schnäl go salz poschte es hät,ZH
mit lüüt wo i s wältschi gange sind,ZH
zwee devoo sind flüügerofiziir gsii,ZH
